    0.10000E-03    0.47973E+03
    0.10202E-03    0.48905E+03
    0.10408E-03    0.49854E+03
    0.10618E-03    0.50823E+03
    0.10833E-03    0.51810E+03
    0.11052E-03    0.52816E+03
    0.11275E-03    0.53842E+03
    0.11503E-03    0.54888E+03
    0.11735E-03    0.55953E+03
    0.11972E-03    0.57040E+03
    0.12214E-03    0.58148E+03
    0.12461E-03    0.59277E+03
    0.12712E-03    0.60428E+03
    0.12969E-03    0.61601E+03
    0.13231E-03    0.62797E+03
    0.13499E-03    0.64017E+03
    0.13771E-03    0.65259E+03
    0.14049E-03    0.66526E+03
    0.14333E-03    0.67818E+03
    0.14623E-03    0.69134E+03
    0.14918E-03    0.70476E+03
    0.15220E-03    0.71844E+03
    0.15527E-03    0.73239E+03
    0.15841E-03    0.74660E+03
    0.16161E-03    0.76109E+03
    0.16487E-03    0.77586E+03
    0.16820E-03    0.79092E+03
    0.17160E-03    0.80627E+03
    0.17507E-03    0.82191E+03
    0.17860E-03    0.83786E+03
    0.18221E-03    0.85411E+03
    0.18589E-03    0.87068E+03
    0.18965E-03    0.88757E+03
    0.19348E-03    0.90479E+03
    0.19739E-03    0.92234E+03
    0.20138E-03    0.94022E+03
    0.20544E-03    0.95846E+03
    0.20959E-03    0.97704E+03
    0.21383E-03    0.99598E+03
    0.21815E-03    0.10153E+04
    0.22255E-03    0.10350E+04
    0.22705E-03    0.10550E+04
    0.23164E-03    0.10755E+04
    0.23632E-03    0.10963E+04
    0.24109E-03    0.11176E+04
    0.24596E-03    0.11392E+04
    0.25093E-03    0.11613E+04
    0.25600E-03    0.11838E+04
    0.26117E-03    0.12067E+04
    0.26645E-03    0.12301E+04
    0.27183E-03    0.12539E+04
    0.27732E-03    0.12782E+04
    0.28292E-03    0.13029E+04
    0.28864E-03    0.13281E+04
    0.29447E-03    0.13538E+04
    0.30042E-03    0.13800E+04
    0.30649E-03    0.14067E+04
    0.31268E-03    0.14339E+04
    0.31899E-03    0.14616E+04
    0.32544E-03    0.14899E+04
    0.33201E-03    0.15187E+04
    0.33872E-03    0.15480E+04
    0.34556E-03    0.15779E+04
    0.35254E-03    0.16084E+04
    0.35966E-03    0.16395E+04
    0.36693E-03    0.16711E+04
    0.37434E-03    0.17034E+04
    0.38190E-03    0.17362E+04
    0.38962E-03    0.17697E+04
    0.39749E-03    0.18038E+04
    0.40552E-03    0.18386E+04
    0.41371E-03    0.18740E+04
    0.42207E-03    0.19102E+04
    0.43060E-03    0.19469E+04
    0.43929E-03    0.19844E+04
    0.44817E-03    0.20226E+04
    0.45722E-03    0.20615E+04
    0.46646E-03    0.21012E+04
    0.47588E-03    0.21416E+04
    0.48550E-03    0.21828E+04
    0.49530E-03    0.22247E+04
    0.50531E-03    0.22674E+04
    0.51552E-03    0.23109E+04
    0.52593E-03    0.23553E+04
    0.53656E-03    0.24004E+04
    0.54739E-03    0.24464E+04
    0.55845E-03    0.24933E+04
    0.56973E-03    0.25411E+04
    0.58124E-03    0.25897E+04
    0.59299E-03    0.26392E+04
    0.60496E-03    0.26897E+04
    0.61719E-03    0.27411E+04
    0.62965E-03    0.27934E+04
    0.64237E-03    0.28468E+04
    0.65535E-03    0.29011E+04
    0.66859E-03    0.29564E+04
    0.68210E-03    0.30127E+04
    0.69588E-03    0.30700E+04
    0.70993E-03    0.31284E+04
    0.72427E-03    0.31879E+04
    0.73891E-03    0.32484E+04
    0.75383E-03    0.33101E+04
    0.76906E-03    0.33729E+04
    0.78460E-03    0.34368E+04
    0.80045E-03    0.35019E+04
    0.81662E-03    0.35682E+04
    0.83311E-03    0.36356E+04
    0.84994E-03    0.37043E+04
    0.86711E-03    0.37742E+04
    0.88463E-03    0.38453E+04
    0.90250E-03    0.39178E+04
    0.92073E-03    0.39915E+04
    0.93933E-03    0.40665E+04
    0.95831E-03    0.41429E+04
    0.97767E-03    0.42206E+04
    0.99742E-03    0.42997E+04
    0.10176E-02    0.43801E+04
    0.10381E-02    0.44620E+04
    0.10591E-02    0.45453E+04
    0.10805E-02    0.46301E+04
    0.11023E-02    0.47164E+04
    0.11246E-02    0.48041E+04
    0.11473E-02    0.48933E+04
    0.11705E-02    0.49841E+04
    0.11941E-02    0.50765E+04
    0.12182E-02    0.51704E+04
    0.12429E-02    0.52659E+04
    0.12680E-02    0.53631E+04
    0.12936E-02    0.54618E+04
    0.13197E-02    0.55623E+04
    0.13464E-02    0.56644E+04
    0.13736E-02    0.57682E+04
    0.14013E-02    0.58737E+04
    0.14296E-02    0.59810E+04
    0.14585E-02    0.60900E+04
    0.14880E-02    0.62009E+04
    0.15180E-02    0.63135E+04
    0.15487E-02    0.64279E+04
    0.15800E-02    0.65442E+04
    0.16119E-02    0.66624E+04
    0.16445E-02    0.67824E+04
    0.16777E-02    0.69043E+04
    0.17116E-02    0.70281E+04
    0.17462E-02    0.71539E+04
    0.17814E-02    0.72816E+04
    0.18174E-02    0.74113E+04
    0.18541E-02    0.75430E+04
    0.18916E-02    0.76767E+04
    0.19298E-02    0.78124E+04
    0.19688E-02    0.79501E+04
    0.20086E-02    0.80899E+04
    0.20491E-02    0.82317E+04
    0.20905E-02    0.83756E+04
    0.21328E-02    0.85216E+04
    0.21758E-02    0.86697E+04
    0.22198E-02    0.88199E+04
    0.22646E-02    0.89722E+04
    0.23104E-02    0.91266E+04
    0.23571E-02    0.92832E+04
    0.24047E-02    0.94419E+04
    0.24533E-02    0.96028E+04
    0.25028E-02    0.97658E+04
    0.25534E-02    0.99309E+04
    0.26050E-02    0.10098E+05
    0.26576E-02    0.10268E+05
    0.27113E-02    0.10439E+05
    0.27660E-02    0.10613E+05
    0.28219E-02    0.10789E+05
    0.28789E-02    0.10967E+05
    0.29371E-02    0.11148E+05
    0.29964E-02    0.11330E+05
    0.30569E-02    0.11515E+05
    0.31187E-02    0.11701E+05
    0.31817E-02    0.11890E+05
    0.32460E-02    0.12081E+05
    0.33115E-02    0.12274E+05
    0.33784E-02    0.12469E+05
    0.34467E-02    0.12666E+05
    0.35163E-02    0.12865E+05
    0.35874E-02    0.13066E+05
    0.36598E-02    0.13269E+05
    0.37338E-02    0.13474E+05
    0.38092E-02    0.13681E+05
    0.38861E-02    0.13890E+05
    0.39646E-02    0.14100E+05
    0.40447E-02    0.14313E+05
    0.41264E-02    0.14527E+05
    0.42098E-02    0.14743E+05
    0.42948E-02    0.14960E+05
    0.43816E-02    0.15179E+05
    0.44701E-02    0.15400E+05
    0.45604E-02    0.15622E+05
    0.46525E-02    0.15846E+05
    0.47465E-02    0.16071E+05
    0.48424E-02    0.16297E+05
    0.49402E-02    0.16525E+05
    0.50400E-02    0.16753E+05
    0.51419E-02    0.16983E+05
    0.52457E-02    0.17214E+05
    0.53517E-02    0.17445E+05
    0.54598E-02    0.17678E+05
    0.55701E-02    0.17911E+05
    0.56826E-02    0.18145E+05
    0.57974E-02    0.18379E+05
    0.59145E-02    0.18614E+05
    0.60340E-02    0.18849E+05
    0.61559E-02    0.19085E+05
    0.62803E-02    0.19320E+05
    0.64072E-02    0.19555E+05
    0.65366E-02    0.19791E+05
    0.66686E-02    0.20026E+05
    0.68033E-02    0.20260E+05
    0.69408E-02    0.20494E+05
    0.70810E-02    0.20727E+05
    0.72240E-02    0.20959E+05
    0.73700E-02    0.21190E+05
    0.75189E-02    0.21420E+05
    0.76708E-02    0.21649E+05
    0.78257E-02    0.21876E+05
    0.79838E-02    0.22101E+05
    0.81451E-02    0.22324E+05
    0.83096E-02    0.22545E+05
    0.84775E-02    0.22764E+05
    0.86488E-02    0.22980E+05
    0.88235E-02    0.23194E+05
    0.90017E-02    0.23405E+05
    0.91836E-02    0.23612E+05
    0.93691E-02    0.23816E+05
    0.95583E-02    0.24017E+05
    0.97514E-02    0.24213E+05
    0.99484E-02    0.24406E+05
    0.10149E-01    0.24594E+05
    0.10354E-01    0.24778E+05
    0.10564E-01    0.24956E+05
    0.10777E-01    0.25130E+05
    0.10995E-01    0.25298E+05
    0.11217E-01    0.25461E+05
    0.11443E-01    0.25617E+05
    0.11675E-01    0.25768E+05
    0.11910E-01    0.25912E+05
    0.12151E-01    0.26049E+05
    0.12397E-01    0.26179E+05
    0.12647E-01    0.26302E+05
    0.12902E-01    0.26417E+05
    0.13163E-01    0.26524E+05
    0.13429E-01    0.26623E+05
    0.13700E-01    0.26713E+05
    0.13977E-01    0.26794E+05
    0.14259E-01    0.26867E+05
    0.14547E-01    0.26930E+05
    0.14841E-01    0.26983E+05
    0.15141E-01    0.27026E+05
    0.15447E-01    0.27059E+05
    0.15759E-01    0.27081E+05
    0.16077E-01    0.27093E+05
    0.16402E-01    0.27093E+05
    0.16734E-01    0.27082E+05
    0.17072E-01    0.27060E+05
    0.17416E-01    0.27025E+05
    0.17768E-01    0.26979E+05
    0.18127E-01    0.26920E+05
    0.18493E-01    0.26849E+05
    0.18867E-01    0.26766E+05
    0.19248E-01    0.26670E+05
    0.19637E-01    0.26561E+05
    0.20034E-01    0.26439E+05
    0.20438E-01    0.26304E+05
    0.20851E-01    0.26157E+05
    0.21272E-01    0.25996E+05
    0.21702E-01    0.25823E+05
    0.22141E-01    0.25636E+05
    0.22588E-01    0.25437E+05
    0.23044E-01    0.25226E+05
    0.23510E-01    0.25002E+05
    0.23985E-01    0.24766E+05
    0.24469E-01    0.24518E+05
    0.24964E-01    0.24259E+05
    0.25468E-01    0.23988E+05
    0.25982E-01    0.23707E+05
    0.26507E-01    0.23416E+05
    0.27043E-01    0.23115E+05
    0.27589E-01    0.22805E+05
    0.28146E-01    0.22486E+05
    0.28715E-01    0.22160E+05
    0.29295E-01    0.21826E+05
    0.29887E-01    0.21486E+05
    0.30490E-01    0.21141E+05
    0.31106E-01    0.20791E+05
    0.31735E-01    0.20437E+05
    0.32376E-01    0.20080E+05
    0.33030E-01    0.19722E+05
    0.33697E-01    0.19362E+05
    0.34378E-01    0.19002E+05
    0.35072E-01    0.18643E+05
    0.35781E-01    0.18286E+05
    0.36504E-01    0.17932E+05
    0.37241E-01    0.17583E+05
    0.37993E-01    0.17238E+05
    0.38761E-01    0.16899E+05
    0.39544E-01    0.16566E+05
    0.40343E-01    0.16240E+05
    0.41158E-01    0.15923E+05
    0.41989E-01    0.15614E+05
    0.42838E-01    0.15314E+05
    0.43703E-01    0.15023E+05
    0.44586E-01    0.14744E+05
    0.45486E-01    0.14475E+05
    0.46405E-01    0.14218E+05
    0.47343E-01    0.13972E+05
    0.48299E-01    0.13737E+05
    0.49275E-01    0.13513E+05
    0.50270E-01    0.13299E+05
    0.51286E-01    0.13096E+05
    0.52322E-01    0.12902E+05
    0.53379E-01    0.12716E+05
    0.54457E-01    0.12538E+05
    0.55557E-01    0.12367E+05
    0.56680E-01    0.12201E+05
    0.57825E-01    0.12038E+05
    0.58993E-01    0.11879E+05
    0.60184E-01    0.11720E+05
    0.61400E-01    0.11561E+05
    0.62641E-01    0.11400E+05
    0.63906E-01    0.11236E+05
    0.65197E-01    0.11065E+05
    0.66514E-01    0.10887E+05
    0.67858E-01    0.10700E+05
    0.69229E-01    0.10502E+05
    0.70627E-01    0.10295E+05
    0.72054E-01    0.10076E+05
    0.73510E-01    0.98459E+04
    0.74994E-01    0.96037E+04
    0.76509E-01    0.93498E+04
    0.78055E-01    0.90855E+04
    0.79632E-01    0.88127E+04
    0.81241E-01    0.85334E+04
    0.82882E-01    0.82497E+04
    0.84556E-01    0.79637E+04
    0.86264E-01    0.76778E+04
    0.88007E-01    0.73946E+04
    0.89785E-01    0.71173E+04
    0.91598E-01    0.68490E+04
    0.93449E-01    0.65924E+04
    0.95337E-01    0.63498E+04
    0.97263E-01    0.61234E+04
    0.99227E-01    0.59147E+04
    0.10123E+00    0.57245E+04
    0.10328E+00    0.55528E+04
    0.10536E+00    0.53992E+04
    0.10749E+00    0.52630E+04
    0.10966E+00    0.51429E+04
    0.11188E+00    0.50368E+04
    0.11414E+00    0.49415E+04
    0.11644E+00    0.48538E+04
    0.11880E+00    0.47701E+04
    0.12120E+00    0.46868E+04
    0.12365E+00    0.46001E+04
    0.12614E+00    0.45069E+04
    0.12869E+00    0.44045E+04
    0.13129E+00    0.42911E+04
    0.13394E+00    0.41658E+04
    0.13665E+00    0.40285E+04
    0.13941E+00    0.38810E+04
    0.14223E+00    0.37262E+04
    0.14510E+00    0.35675E+04
    0.14803E+00    0.34088E+04
    0.15102E+00    0.32541E+04
    0.15407E+00    0.31074E+04
    0.15718E+00    0.29721E+04
    0.16036E+00    0.28508E+04
    0.16360E+00    0.27447E+04
    0.16690E+00    0.26535E+04
    0.17028E+00    0.25762E+04
    0.17371E+00    0.25107E+04
    0.17722E+00    0.24534E+04
    0.18080E+00    0.24004E+04
    0.18446E+00    0.23476E+04
    0.18818E+00    0.22912E+04
    0.19198E+00    0.22287E+04
    0.19586E+00    0.21581E+04
    0.19982E+00    0.20796E+04
    0.20386E+00    0.19947E+04
    0.20797E+00    0.19064E+04
    0.21218E+00    0.18182E+04
    0.21646E+00    0.17336E+04
    0.22083E+00    0.16560E+04
    0.22530E+00    0.15874E+04
    0.22985E+00    0.15284E+04
    0.23449E+00    0.14782E+04
    0.23923E+00    0.14348E+04
    0.24406E+00    0.13952E+04
    0.24899E+00    0.13563E+04
    0.25402E+00    0.13153E+04
    0.25915E+00    0.12707E+04
    0.26439E+00    0.12220E+04
    0.26973E+00    0.11705E+04
    0.27518E+00    0.11183E+04
    0.28074E+00    0.10679E+04
    0.28641E+00    0.10215E+04
    0.29219E+00    0.98021E+03
    0.29810E+00    0.94407E+03
    0.30412E+00    0.91194E+03
    0.31026E+00    0.88194E+03
    0.31653E+00    0.85221E+03
    0.32292E+00    0.82134E+03
    0.32945E+00    0.78897E+03
    0.33610E+00    0.75572E+03
    0.34289E+00    0.72285E+03
    0.34982E+00    0.69176E+03
    0.35689E+00    0.66329E+03
    0.36409E+00    0.63754E+03
    0.37145E+00    0.61383E+03
    0.37895E+00    0.59116E+03
    0.38661E+00    0.56857E+03
    0.39442E+00    0.54573E+03
    0.40239E+00    0.52283E+03
    0.41052E+00    0.50054E+03
    0.41881E+00    0.47948E+03
    0.42727E+00    0.45991E+03
    0.43590E+00    0.44165E+03
    0.44471E+00    0.42420E+03
    0.45369E+00    0.40713E+03
    0.46286E+00    0.39026E+03
    0.47221E+00    0.37378E+03
    0.48174E+00    0.35795E+03
    0.49148E+00    0.34300E+03
    0.50141E+00    0.32885E+03
    0.51153E+00    0.31532E+03
    0.52187E+00    0.30221E+03
    0.53241E+00    0.28945E+03
    0.54317E+00    0.27713E+03
    0.55414E+00    0.26535E+03
    0.56533E+00    0.25415E+03
    0.57675E+00    0.24342E+03
    0.58840E+00    0.23310E+03
    0.60029E+00    0.22313E+03
    0.61242E+00    0.21354E+03
    0.62479E+00    0.20437E+03
    0.63741E+00    0.19560E+03
    0.65029E+00    0.18719E+03
    0.66342E+00    0.17912E+03
    0.67683E+00    0.17136E+03
    0.69050E+00    0.16392E+03
    0.70445E+00    0.15679E+03
    0.71868E+00    0.14995E+03
    0.73320E+00    0.14340E+03
    0.74801E+00    0.13712E+03
    0.76312E+00    0.13111E+03
    0.77854E+00    0.12534E+03
    0.79426E+00    0.11982E+03
    0.81031E+00    0.11453E+03
    0.82668E+00    0.10947E+03
    0.84338E+00    0.10461E+03
    0.86041E+00    0.99967E+02
    0.87780E+00    0.95518E+02
    0.89553E+00    0.91258E+02
    0.91362E+00    0.87181E+02
    0.93208E+00    0.83279E+02
    0.95091E+00    0.79545E+02
    0.97011E+00    0.75971E+02
    0.98971E+00    0.72552E+02
    0.10097E+01    0.69280E+02
    0.10301E+01    0.66150E+02
    0.10509E+01    0.63156E+02
    0.10721E+01    0.60293E+02
    0.10938E+01    0.57554E+02
    0.11159E+01    0.54936E+02
    0.11384E+01    0.52432E+02
    0.11614E+01    0.50039E+02
    0.11849E+01    0.47751E+02
    0.12088E+01    0.45564E+02
    0.12333E+01    0.43473E+02
    0.12582E+01    0.41476E+02
    0.12836E+01    0.39567E+02
    0.13095E+01    0.37743E+02
    0.13360E+01    0.36000E+02
    0.13630E+01    0.34335E+02
    0.13905E+01    0.32745E+02
    0.14186E+01    0.31226E+02
    0.14472E+01    0.29776E+02
    0.14765E+01    0.28391E+02
    0.15063E+01    0.27068E+02
    0.15367E+01    0.25805E+02
    0.15678E+01    0.24599E+02
    0.15994E+01    0.23448E+02
    0.16318E+01    0.22350E+02
    0.16647E+01    0.21301E+02
    0.16984E+01    0.20300E+02
    0.17327E+01    0.19345E+02
    0.17677E+01    0.18433E+02
    0.18034E+01    0.17564E+02
    0.18398E+01    0.16734E+02
    0.18770E+01    0.15943E+02
    0.19149E+01    0.15187E+02
    0.19536E+01    0.14467E+02
    0.19930E+01    0.13780E+02
    0.20333E+01    0.13125E+02
    0.20744E+01    0.12500E+02
    0.21163E+01    0.11904E+02
    0.21590E+01    0.11336E+02
    0.22026E+01    0.10795E+02
    0.22471E+01    0.10278E+02
    0.22925E+01    0.97861E+01
    0.23388E+01    0.93169E+01
    0.23861E+01    0.88696E+01
    0.24343E+01    0.84434E+01
    0.24835E+01    0.80371E+01
    0.25336E+01    0.76500E+01
    0.25848E+01    0.72811E+01
    0.26370E+01    0.69296E+01
    0.26903E+01    0.65947E+01
    0.27447E+01    0.62756E+01
    0.28001E+01    0.59717E+01
    0.28567E+01    0.56822E+01
    0.29144E+01    0.54064E+01
    0.29733E+01    0.51437E+01
    0.30333E+01    0.48935E+01
    0.30946E+01    0.46553E+01
    0.31571E+01    0.44284E+01
    0.32209E+01    0.42123E+01
    0.32860E+01    0.40066E+01
    0.33523E+01    0.38108E+01
    0.34201E+01    0.36243E+01
    0.34892E+01    0.34468E+01
    0.35596E+01    0.32778E+01
    0.36316E+01    0.31170E+01
    0.37049E+01    0.29639E+01
    0.37798E+01    0.28182E+01
    0.38561E+01    0.26795E+01
    0.39340E+01    0.25475E+01
    0.40135E+01    0.24219E+01
    0.40946E+01    0.23024E+01
    0.41773E+01    0.21887E+01
    0.42617E+01    0.20805E+01
    0.43478E+01    0.19776E+01
    0.44356E+01    0.18797E+01
    0.45252E+01    0.17865E+01
    0.46166E+01    0.16979E+01
    0.47099E+01    0.16136E+01
