  0.738662E-04  0.199998E+08  0.199998E+08  0.259528E+08  0.259518E+08  0.000000E+00  0.199998E+08
  0.872626E-04  0.199992E+08  0.199992E+08  0.256747E+08  0.256732E+08  0.000000E+00  0.199992E+08
  0.103089E-03  0.199984E+08  0.199984E+08  0.252910E+08  0.252891E+08  0.000000E+00  0.199984E+08
  0.121785E-03  0.199974E+08  0.199974E+08  0.247644E+08  0.247617E+08  0.000000E+00  0.199974E+08
  0.143872E-03  0.199959E+08  0.199959E+08  0.240461E+08  0.240425E+08  0.000000E+00  0.199959E+08
  0.169964E-03  0.199938E+08  0.199938E+08  0.230755E+08  0.230708E+08  0.000000E+00  0.199938E+08
  0.200789E-03  0.199910E+08  0.199910E+08  0.217809E+08  0.217748E+08  0.000000E+00  0.199910E+08
  0.237204E-03  0.199870E+08  0.199870E+08  0.200855E+08  0.200778E+08  0.000000E+00  0.199870E+08
  0.280224E-03  0.199815E+08  0.199815E+08  0.179222E+08  0.179131E+08  0.000000E+00  0.199815E+08
  0.331045E-03  0.199740E+08  0.199740E+08  0.152628E+08  0.152527E+08  0.000000E+00  0.199740E+08
  0.391084E-03  0.199637E+08  0.199637E+08  0.121647E+08  0.121549E+08  0.000000E+00  0.199637E+08
  0.462011E-03  0.199497E+08  0.199497E+08  0.882951E+07  0.882185E+07  0.000000E+00  0.199497E+08
  0.545801E-03  0.199309E+08  0.199309E+08  0.564149E+07  0.563812E+07  0.000000E+00  0.199309E+08
  0.644788E-03  0.199059E+08  0.199058E+08  0.311135E+07  0.311315E+07  0.000000E+00  0.199059E+08
  0.761727E-03  0.198729E+08  0.198729E+08  0.163693E+07  0.164149E+07  0.000000E+00  0.198729E+08
  0.899874E-03  0.198300E+08  0.198300E+08  0.112783E+07  0.112977E+07  0.000000E+00  0.198300E+08
  0.106308E-02  0.197749E+08  0.197748E+08  0.918870E+06  0.916155E+06  0.000000E+00  0.197749E+08
  0.125588E-02  0.197047E+08  0.197045E+08  0.497118E+06  0.496105E+06  0.000000E+00  0.197047E+08
  0.148364E-02  0.196160E+08  0.196157E+08  0.207800E+06  0.210076E+06  0.000000E+00  0.196160E+08
  0.175272E-02  0.195049E+08  0.195045E+08  0.185112E+06  0.183342E+06  0.000000E+00  0.195048E+08
  0.207059E-02  0.193667E+08  0.193662E+08  0.520037E+05  0.533447E+05  0.000000E+00  0.193666E+08
  0.244611E-02  0.191964E+08  0.191957E+08  0.515706E+05  0.495183E+05  0.000000E+00  0.191963E+08
  0.288974E-02  0.189883E+08  0.189874E+08  0.149432E+05  0.118358E+05  0.000000E+00  0.189882E+08
  0.341382E-02  0.187363E+08  0.187350E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.187361E+08
  0.403296E-02  0.184338E+08  0.184320E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.184336E+08
  0.476437E-02  0.180742E+08  0.180717E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.180738E+08
  0.484445E-02  0.180348E+08  0.180322E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.180344E+08
  0.492586E-02  0.179948E+08  0.179921E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.179944E+08
  0.500865E-02  0.179542E+08  0.179514E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.179537E+08
  0.509283E-02  0.179128E+08  0.179100E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.179124E+08
  0.517842E-02  0.178708E+08  0.178679E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.178704E+08
  0.526545E-02  0.178282E+08  0.178251E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.178277E+08
  0.535394E-02  0.177848E+08  0.177817E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.177843E+08
  0.544392E-02  0.177408E+08  0.177375E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.177402E+08
  0.553541E-02  0.176960E+08  0.176927E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.176955E+08
  0.562844E-02  0.176506E+08  0.176471E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.176500E+08
  0.572304E-02  0.176044E+08  0.176009E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.176039E+08
  0.581922E-02  0.175576E+08  0.175539E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.175570E+08
  0.591702E-02  0.175100E+08  0.175062E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.175094E+08
  0.601646E-02  0.174617E+08  0.174578E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.174611E+08
  0.611758E-02  0.174126E+08  0.174086E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.174120E+08
  0.622039E-02  0.173628E+08  0.173587E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.173622E+08
  0.632493E-02  0.173123E+08  0.173080E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.173116E+08
  0.643123E-02  0.172610E+08  0.172566E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.172603E+08
  0.653932E-02  0.172090E+08  0.172044E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.172082E+08
  0.664922E-02  0.171561E+08  0.171514E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.171554E+08
  0.676097E-02  0.171025E+08  0.170977E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.171018E+08
  0.687460E-02  0.170481E+08  0.170431E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.170473E+08
  0.699013E-02  0.169930E+08  0.169878E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.169921E+08
