     2    0.11108E+04    0.55343E-01    0.17649E-05    0.35653E+01
     3    0.10447E+04    0.93777E-01    0.35254E-05    0.44964E+01
     4    0.98033E+03    0.10962E+00    0.58667E-05    0.46690E+01
     5    0.92959E+03    0.10137E+00    0.87909E-05    0.43765E+01
     6    0.89235E+03    0.78204E-01    0.12296E-04    0.38535E+01
     7    0.86630E+03    0.51808E-01    0.16390E-04    0.32519E+01
     8    0.84848E+03    0.30593E-01    0.21071E-04    0.26631E+01
     9    0.83819E+03    0.17664E-01    0.26339E-04    0.21449E+01
    10    0.83252E+03    0.11882E-01    0.32200E-04    0.17223E+01
    11    0.83060E+03    0.10188E-01    0.38651E-04    0.14112E+01
    12    0.83268E+03    0.97677E-02    0.45694E-04    0.12123E+01
    13    0.83705E+03    0.91156E-02    0.53332E-04    0.11110E+01
    14    0.84281E+03    0.80173E-02    0.61566E-04    0.10868E+01
    15    0.85004E+03    0.69302E-02    0.70398E-04    0.11171E+01
    16    0.85888E+03    0.63223E-02    0.79828E-04    0.11802E+01
    17    0.86906E+03    0.63246E-02    0.89859E-04    0.12573E+01
    18    0.87962E+03    0.67414E-02    0.10049E-03    0.13343E+01
    19    0.89176E+03    0.72710E-02    0.11173E-03    0.14048E+01
    20    0.90411E+03    0.77093E-02    0.12357E-03    0.14620E+01
    21    0.91697E+03    0.80522E-02    0.13603E-03    0.15063E+01
    22    0.93029E+03    0.84431E-02    0.14909E-03    0.15403E+01
    23    0.94399E+03    0.90581E-02    0.16276E-03    0.15692E+01
    24    0.95806E+03    0.10006E-01    0.17704E-03    0.15972E+01
    25    0.97248E+03    0.11303E-01    0.19194E-03    0.16273E+01
    26    0.98716E+03    0.12898E-01    0.20745E-03    0.16630E+01
    27    0.10021E+04    0.14732E-01    0.22358E-03    0.17037E+01
    28    0.10174E+04    0.16768E-01    0.24032E-03    0.17487E+01
    29    0.10329E+04    0.19004E-01    0.25768E-03    0.17964E+01
    30    0.10487E+04    0.21445E-01    0.27567E-03    0.18426E+01
    31    0.10645E+04    0.24093E-01    0.29427E-03    0.18838E+01
    32    0.10807E+04    0.26931E-01    0.31349E-03    0.19164E+01
    33    0.10970E+04    0.29927E-01    0.33334E-03    0.19374E+01
    34    0.11136E+04    0.33062E-01    0.35381E-03    0.19446E+01
    35    0.11304E+04    0.36343E-01    0.37490E-03    0.19376E+01
    36    0.11474E+04    0.39800E-01    0.39661E-03    0.19165E+01
    37    0.11645E+04    0.43485E-01    0.41895E-03    0.18827E+01
    38    0.11817E+04    0.47436E-01    0.44192E-03    0.18382E+01
    39    0.11993E+04    0.51669E-01    0.46551E-03    0.17839E+01
    40    0.12171E+04    0.56187E-01    0.48972E-03    0.17205E+01
    41    0.12351E+04    0.60994E-01    0.51456E-03    0.16486E+01
    42    0.12532E+04    0.66085E-01    0.54003E-03    0.15695E+01
    43    0.12713E+04    0.71451E-01    0.56612E-03    0.14840E+01
    44    0.12896E+04    0.77100E-01    0.59284E-03    0.13897E+01
    45    0.13082E+04    0.83029E-01    0.62018E-03    0.12844E+01
    46    0.13270E+04    0.89237E-01    0.64815E-03    0.11669E+01
    47    0.13461E+04    0.95709E-01    0.67674E-03    0.10368E+01
    48    0.13651E+04    0.10244E+00    0.70595E-03    0.89390E+00
    49    0.13842E+04    0.10942E+00    0.73579E-03    0.73786E+00
    50    0.14036E+04    0.11667E+00    0.76626E-03    0.56692E+00
    51    0.14234E+04    0.12419E+00    0.79734E-03    0.37963E+00
    52    0.14434E+04    0.13198E+00    0.82905E-03    0.17751E+00
    53    0.14634E+04    0.14008E+00    0.86139E-03   -0.37426E-01
    54    0.14836E+04    0.14847E+00    0.89434E-03   -0.26421E+00
    55    0.15038E+04    0.15713E+00    0.92792E-03   -0.50246E+00
    56    0.15243E+04    0.16609E+00    0.96211E-03   -0.75330E+00
    57    0.15452E+04    0.17536E+00    0.99693E-03   -0.10176E+01
    58    0.15663E+04    0.18493E+00    0.10324E-02   -0.12936E+01
    59    0.15875E+04    0.19480E+00    0.10684E-02   -0.15797E+01
    60    0.16088E+04    0.20494E+00    0.11051E-02   -0.18776E+01
    61    0.16304E+04    0.21535E+00    0.11424E-02   -0.21890E+01
    62    0.16522E+04    0.22603E+00    0.11803E-02   -0.25140E+01
    63    0.16742E+04    0.23696E+00    0.12189E-02   -0.28525E+01
    64    0.16964E+04    0.24814E+00    0.12580E-02   -0.32041E+01
    65    0.17187E+04    0.25958E+00    0.12978E-02   -0.35685E+01
    66    0.17412E+04    0.27126E+00    0.13382E-02   -0.39454E+01
    67    0.17639E+04    0.28317E+00    0.13792E-02   -0.43345E+01
    68    0.17868E+04    0.29532E+00    0.14208E-02   -0.47354E+01
    69    0.18100E+04    0.30768E+00    0.14630E-02   -0.51480E+01
    70    0.18334E+04    0.32028E+00    0.15059E-02   -0.55723E+01
    71    0.18572E+04    0.33309E+00    0.15494E-02   -0.60086E+01
    72    0.18813E+04    0.34613E+00    0.15935E-02   -0.64572E+01
    73    0.19057E+04    0.35940E+00    0.16382E-02   -0.69181E+01
    74    0.19304E+04    0.37288E+00    0.16835E-02   -0.73906E+01
    75    0.19553E+04    0.38656E+00    0.17295E-02   -0.78745E+01
    76    0.19802E+04    0.40041E+00    0.17761E-02   -0.83683E+01
    77    0.20051E+04    0.41443E+00    0.18233E-02   -0.88705E+01
    78    0.20300E+04    0.42861E+00    0.18711E-02   -0.93835E+01
    79    0.20551E+04    0.44293E+00    0.19196E-02   -0.99056E+01
    80    0.20805E+04    0.45738E+00    0.19687E-02   -0.10438E+02
