     2    0.11191E+04    0.55959E-01    0.17621E-05    0.36039E+01
     3    0.10522E+04    0.94665E-01    0.35197E-05    0.45394E+01
     4    0.98700E+03    0.11049E+00    0.58569E-05    0.47091E+01
     5    0.93567E+03    0.10202E+00    0.87761E-05    0.44105E+01
     6    0.89798E+03    0.78571E-01    0.12276E-04    0.38805E+01
     7    0.87160E+03    0.51962E-01    0.16362E-04    0.32723E+01
     8    0.85353E+03    0.30640E-01    0.21035E-04    0.26779E+01
     9    0.84305E+03    0.17687E-01    0.26295E-04    0.21554E+01
    10    0.83722E+03    0.11916E-01    0.32145E-04    0.17297E+01
    11    0.83518E+03    0.10231E-01    0.38585E-04    0.14168E+01
    12    0.83718E+03    0.98041E-02    0.45616E-04    0.12173E+01
    13    0.84147E+03    0.91369E-02    0.53241E-04    0.11159E+01
    14    0.84717E+03    0.80272E-02    0.61461E-04    0.10920E+01
    15    0.85435E+03    0.69391E-02    0.70278E-04    0.11229E+01
    16    0.86315E+03    0.63386E-02    0.79693E-04    0.11865E+01
    17    0.87330E+03    0.63499E-02    0.89707E-04    0.12639E+01
    18    0.88384E+03    0.67710E-02    0.10032E-03    0.13411E+01
    19    0.89596E+03    0.72987E-02    0.11154E-03    0.14116E+01
    20    0.90830E+03    0.77318E-02    0.12337E-03    0.14687E+01
    21    0.92115E+03    0.80712E-02    0.13580E-03    0.15129E+01
    22    0.93447E+03    0.84637E-02    0.14884E-03    0.15468E+01
    23    0.94817E+03    0.90856E-02    0.16248E-03    0.15757E+01
    24    0.96224E+03    0.10043E-01    0.17674E-03    0.16039E+01
    25    0.97666E+03    0.11351E-01    0.19162E-03    0.16343E+01
    26    0.99135E+03    0.12956E-01    0.20710E-03    0.16704E+01
    27    0.10063E+04    0.14798E-01    0.22320E-03    0.17115E+01
    28    0.10216E+04    0.16844E-01    0.23992E-03    0.17570E+01
    29    0.10371E+04    0.19089E-01    0.25725E-03    0.18051E+01
    30    0.10529E+04    0.21541E-01    0.27521E-03    0.18516E+01
    31    0.10688E+04    0.24200E-01    0.29378E-03    0.18929E+01
    32    0.10849E+04    0.27047E-01    0.31297E-03    0.19255E+01
    33    0.11013E+04    0.30051E-01    0.33278E-03    0.19463E+01
    34    0.11179E+04    0.33195E-01    0.35322E-03    0.19533E+01
    35    0.11348E+04    0.36484E-01    0.37428E-03    0.19460E+01
    36    0.11517E+04    0.39953E-01    0.39596E-03    0.19246E+01
    37    0.11689E+04    0.43650E-01    0.41826E-03    0.18905E+01
    38    0.11862E+04    0.47619E-01    0.44119E-03    0.18458E+01
    39    0.12038E+04    0.51870E-01    0.46474E-03    0.17914E+01
    40    0.12216E+04    0.56404E-01    0.48891E-03    0.17275E+01
    41    0.12395E+04    0.61222E-01    0.51371E-03    0.16548E+01
    42    0.12576E+04    0.66329E-01    0.53914E-03    0.15754E+01
    43    0.12758E+04    0.71725E-01    0.56519E-03    0.14907E+01
    44    0.12942E+04    0.77407E-01    0.59186E-03    0.13966E+01
    45    0.13129E+04    0.83353E-01    0.61916E-03    0.12903E+01
    46    0.13317E+04    0.89569E-01    0.64708E-03    0.11722E+01
    47    0.13507E+04    0.96053E-01    0.67562E-03    0.10424E+01
    48    0.13697E+04    0.10281E+00    0.70479E-03    0.89939E+00
    49    0.13890E+04    0.10982E+00    0.73457E-03    0.74138E+00
    50    0.14085E+04    0.11710E+00    0.76499E-03    0.56755E+00
    51    0.14283E+04    0.12463E+00    0.79602E-03    0.37962E+00
    52    0.14483E+04    0.13245E+00    0.82768E-03    0.17810E+00
