  0.735943E-04  0.199657E+08  0.199657E+08  0.259094E+08  0.259083E+08  0.000000E+00  0.199657E+08
  0.869415E-04  0.199651E+08  0.199651E+08  0.256320E+08  0.256306E+08  0.000000E+00  0.199651E+08
  0.102709E-03  0.199644E+08  0.199644E+08  0.252494E+08  0.252475E+08  0.000000E+00  0.199644E+08
  0.121337E-03  0.199633E+08  0.199633E+08  0.247242E+08  0.247215E+08  0.000000E+00  0.199633E+08
  0.143342E-03  0.199618E+08  0.199618E+08  0.240079E+08  0.240043E+08  0.000000E+00  0.199618E+08
  0.169339E-03  0.199598E+08  0.199598E+08  0.230399E+08  0.230351E+08  0.000000E+00  0.199598E+08
  0.200050E-03  0.199569E+08  0.199569E+08  0.217486E+08  0.217425E+08  0.000000E+00  0.199569E+08
  0.236331E-03  0.199529E+08  0.199529E+08  0.200574E+08  0.200498E+08  0.000000E+00  0.199529E+08
  0.279193E-03  0.199475E+08  0.199475E+08  0.178993E+08  0.178902E+08  0.000000E+00  0.199475E+08
  0.329827E-03  0.199400E+08  0.199400E+08  0.152457E+08  0.152357E+08  0.000000E+00  0.199400E+08
  0.389645E-03  0.199297E+08  0.199297E+08  0.121536E+08  0.121438E+08  0.000000E+00  0.199297E+08
  0.460311E-03  0.199158E+08  0.199157E+08  0.882369E+07  0.881601E+07  0.000000E+00  0.199158E+08
  0.543793E-03  0.198970E+08  0.198970E+08  0.563879E+07  0.563540E+07  0.000000E+00  0.198970E+08
  0.642415E-03  0.198720E+08  0.198719E+08  0.310883E+07  0.311060E+07  0.000000E+00  0.198720E+08
  0.758924E-03  0.198391E+08  0.198390E+08  0.163235E+07  0.163690E+07  0.000000E+00  0.198391E+08
  0.896563E-03  0.197963E+08  0.197962E+08  0.112172E+07  0.112369E+07  0.000000E+00  0.197963E+08
  0.105916E-02  0.197412E+08  0.197411E+08  0.914134E+06  0.911430E+06  0.000000E+00  0.197412E+08
  0.125125E-02  0.196711E+08  0.196710E+08  0.494393E+06  0.493358E+06  0.000000E+00  0.196711E+08
  0.147818E-02  0.195826E+08  0.195823E+08  0.204599E+06  0.206880E+06  0.000000E+00  0.195826E+08
  0.174627E-02  0.194716E+08  0.194713E+08  0.182646E+06  0.180884E+06  0.000000E+00  0.194716E+08
  0.206297E-02  0.193337E+08  0.193332E+08  0.501975E+05  0.515276E+05  0.000000E+00  0.193337E+08
  0.243711E-02  0.191637E+08  0.191630E+08  0.501617E+05  0.481200E+05  0.000000E+00  0.191636E+08
  0.287911E-02  0.189560E+08  0.189550E+08  0.136231E+05  0.105509E+05  0.000000E+00  0.189559E+08
